My Sites/My Suppliers' site,Customer code,Customer name,Supplier code,Supplier name,Customer supplier reference,Site code,Site name,Site country,Customer site reference,Trading relationship type,Business type,Site functions,Primary site activity,Direct supplier code,Direct supplier name,Audit code,Audit company name,Audit company type,Audit date,Audit submission date,Audit published date,Workflow status,Audit nature,Is SMETA audit?,Which code was this based on?,Audit schedule type,Audit scope,Auditor uploads,Is most recent audit?,Is Sedex virtual assessment?,Audit finding code,Finding title code,Finding created date,New or carried over,Finding type,Finding criticality,Custom criticality,Finding category,Finding sub-category,Finding title,Finding description,Finding status,Number of days at this status,Is finding open?,Recommended completion date,Is finding overdue?,Days overdue,Corrective action date,Corrective action status,Parent finding code,Superseded by audit code,Audit superseded date,Verification method,Verified date,Parent audit code,Verified by audit code
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC420009015,Wenzhou Aoelec Electrical Co Ltd,,ZS420176622,Wenzhou Aoelec Electrical Co Ltd,China,,Indirect,Goods Provider,,Manufacture of consumer electronics,ZC419905921,Contactum Ltd,ZAA600000208,SGS_China,Null,14/12/2022,26/12/2022,04/01/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,a4c717b2-f25b-4bad-9fa7-e65bedd4ae43,ZAI2060302,15/12/2022,New,Non-compliance,Major,,6. Working Hours,Overtime,"Overtime is not used responsibly i.e. extent, frequency and level of hours worked by individual workers and / or whole workforce are excessive",,Created,97,TRUE,16/03/2023,Not overdue,,,,,,,Follow up,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC420009015,Wenzhou Aoelec Electrical Co Ltd,,ZS420176622,Wenzhou Aoelec Electrical Co Ltd,China,,Indirect,Goods Provider,,Manufacture of consumer electronics,ZC419905921,Contactum Ltd,ZAA600000208,SGS_China,Null,14/12/2022,26/12/2022,04/01/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,c0c900eb-baef-4d6e-b58b-9d4abac11ccf,ZAI2060503,15/12/2022,New,Non-compliance,Critical,,6. Working Hours,Rest breaks and rest days,"Workers do not take off 2 days in 14, and this is contrary to law or collective bargaining agreement (CBA) - systemic",,Created,97,TRUE,16/03/2023,Not overdue,,,,,,,Follow up,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC420009015,Wenzhou Aoelec Electrical Co Ltd,,ZS420176622,Wenzhou Aoelec Electrical Co Ltd,China,,Indirect,Goods Provider,,Manufacture of consumer electronics,ZC419905921,Contactum Ltd,ZAA600000208,SGS_China,Null,14/12/2022,26/12/2022,04/01/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,cba59088-8755-4bde-b3eb-589d083dec59,ZAI2110205,16/12/2022,New,Non-compliance,Major,,10b. Environment,Waste Management,No / inadequate records to show hazardous waste has been properly handled / stored / disposed of,,Created,96,TRUE,15/01/2023,Overdue,-59,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC420009015,Wenzhou Aoelec Electrical Co Ltd,,ZS420176622,Wenzhou Aoelec Electrical Co Ltd,China,,Indirect,Goods Provider,,Manufacture of consumer electronics,ZC419905921,Contactum Ltd,ZAA600000208,SGS_China,Null,14/12/2022,26/12/2022,04/01/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,d470ea2a-e9ea-4faa-a15d-df5f2d8bae4f,ZAI2031015,15/12/2022,New,Non-compliance,Major,,"3. Health, safety & hygiene",Chemicals,No / inadequate eye wash / shower station in hazardous environments including chemical areas,,Created,97,TRUE,15/01/2023,Overdue,-59,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC420009015,Wenzhou Aoelec Electrical Co Ltd,,ZS420176622,Wenzhou Aoelec Electrical Co Ltd,China,,Indirect,Goods Provider,,Manufacture of consumer electronics,ZC419905921,Contactum Ltd,ZAA600000208,SGS_China,Null,14/12/2022,26/12/2022,04/01/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,da96a406-2d19-40b5-8ace-52d0cf96b8b6,ZAI2050501,15/12/2022,New,Non-compliance,Critical,,6. Working Hours,Overtime Premium,Overtime premium is not paid according to the law - systemic,,Created,97,TRUE,16/03/2023,Not overdue,,,,,,,Follow up,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC420009015,Wenzhou Aoelec Electrical Co Ltd,,ZS420176622,Wenzhou Aoelec Electrical Co Ltd,China,,Indirect,Goods Provider,,Manufacture of consumer electronics,ZC419905921,Contactum Ltd,ZAA600000208,SGS_China,Null,14/12/2022,26/12/2022,04/01/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,de14d24a-0429-4d35-b3b4-6e164e9ae239,ZAI2060302,16/12/2022,New,Non-compliance,Major,,6. Working Hours,Overtime,"Overtime is not used responsibly i.e. extent, frequency and level of hours worked by individual workers and / or whole workforce are excessive",,Created,96,TRUE,16/03/2023,Not overdue,,,,,,,Follow up,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC420009015,Wenzhou Aoelec Electrical Co Ltd,,ZS420176622,Wenzhou Aoelec Electrical Co Ltd,China,,Indirect,Goods Provider,,Manufacture of consumer electronics,ZC419905921,Contactum Ltd,ZAA600000208,SGS_China,Null,14/12/2022,26/12/2022,04/01/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,e7b98095-eb07-40ab-b9f4-78374c160dff,ZAI2000604,15/12/2022,New,Good example,,,0. Management Systems,Site's licenses & Certifications,"Presence of relevant certifications certification that address labour rights / human rights, environmental impact or corruption (OHSAS 18001, ISO 14001, ISO 50001, ISO 37001, SA8000 etc.)",????????????ISO14001:2015???,Created,97,FALSE,,Not overdue,,,,,,,,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC420009015,Wenzhou Aoelec Electrical Co Ltd,,ZS420176622,Wenzhou Aoelec Electrical Co Ltd,China,,Indirect,Goods Provider,,Manufacture of consumer electronics,ZC419905921,Contactum Ltd,ZAA600000208,SGS_China,Null,14/12/2022,26/12/2022,04/01/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,ea33cdc4-2c63-4b22-9187-435d0c4932df,ZAI2031015,16/12/2022,New,Non-compliance,Major,,"3. Health, safety & hygiene",Chemicals,No / inadequate eye wash / shower station in hazardous environments including chemical areas,,Created,96,TRUE,15/01/2023,Overdue,-59,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC420009015,Wenzhou Aoelec Electrical Co Ltd,,ZS420176622,Wenzhou Aoelec Electrical Co Ltd,China,,Indirect,Goods Provider,,Manufacture of consumer electronics,ZC419905921,Contactum Ltd,ZAA600000208,SGS_China,Null,14/12/2022,26/12/2022,04/01/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,ec67746a-c419-40dc-8982-1f80463eb2c6,ZAI2060503,16/12/2022,New,Non-compliance,Critical,,6. Working Hours,Rest breaks and rest days,"Workers do not take off 2 days in 14, and this is contrary to law or collective bargaining agreement (CBA) - systemic",,Created,96,TRUE,16/03/2023,Not overdue,,,,,,,Follow up,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC420009015,Wenzhou Aoelec Electrical Co Ltd,,ZS420176622,Wenzhou Aoelec Electrical Co Ltd,China,,Indirect,Goods Provider,,Manufacture of consumer electronics,ZC419905921,Contactum Ltd,ZAA600000208,SGS_China,Null,14/12/2022,26/12/2022,04/01/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,edc2fbdf-a55c-4f4a-be50-28d707348a7c,ZAI2000604,16/12/2022,New,Good example,,,0. Management Systems,Site's licenses & Certifications,"Presence of relevant certifications certification that address labour rights / human rights, environmental impact or corruption (OHSAS 18001, ISO 14001, ISO 50001, ISO 37001, SA8000 etc.)",Documents review  ????,Created,96,FALSE,,Not overdue,,,,,,,,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC420009015,Wenzhou Aoelec Electrical Co Ltd,,ZS420176622,Wenzhou Aoelec Electrical Co Ltd,China,,Indirect,Goods Provider,,Manufacture of consumer electronics,ZC419905921,Contactum Ltd,ZAA600000208,SGS_China,Null,14/12/2022,26/12/2022,04/01/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,f2f95356-8980-4db5-8ec4-950f71b6f3b9,ZAI2050306,16/12/2022,New,Non-compliance,Major,,5. Wages,Benefits & Insurance,"Compulsory insurance (e.g. social insurance, accident insurance etc.) not paid - systemic",,Created,96,TRUE,16/03/2023,Not overdue,,,,,,,Follow up,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC420009015,Wenzhou Aoelec Electrical Co Ltd,,ZS420176622,Wenzhou Aoelec Electrical Co Ltd,China,,Indirect,Goods Provider,,Manufacture of consumer electronics,ZC419905921,Contactum Ltd,ZAA600000208,SGS_China,Null,14/12/2022,26/12/2022,04/01/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,f4c61763-874f-4e1e-ab6b-c87d3d336ca5,ZAI2060105,15/12/2022,New,Non-compliance,Major,,6. Working Hours,Hours - Record keeping and management systems,Isolated instances of missing/ incomplete/ inconsistent records,?????????????????????,Created,97,TRUE,16/03/2023,Not overdue,,,,,,,Follow up,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC420009015,Wenzhou Aoelec Electrical Co Ltd,,ZS420176622,Wenzhou Aoelec Electrical Co Ltd,China,,Indirect,Goods Provider,,Manufacture of consumer electronics,ZC419905921,Contactum Ltd,ZAA600000208,SGS_China,Null,14/12/2022,26/12/2022,04/01/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,ZAF600000681,ZAI2030902,15/12/2022,New,Non-compliance,Critical,,"3. Health, safety & hygiene","Fire Safety - Licenses, Inspections & Training","Fire licence, inspection, or certificates not in place as required by law",,Created,97,TRUE,25/01/2023,Overdue,-54,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC420009015,Wenzhou Aoelec Electrical Co Ltd,,ZS420176622,Wenzhou Aoelec Electrical Co Ltd,China,,Indirect,Goods Provider,,Manufacture of consumer electronics,ZC419905921,Contactum Ltd,ZAA600000208,SGS_China,Null,14/12/2022,26/12/2022,04/01/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,ZAF600000682,ZAI2030714,15/12/2022,New,Non-compliance,Major,,"3. Health, safety & hygiene",Fire Safety - Fire exits,Not all emergency exits are properly marked and lighted,,Created,97,TRUE,25/01/2023,Overdue,-54,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC420009015,Wenzhou Aoelec Electrical Co Ltd,,ZS420176622,Wenzhou Aoelec Electrical Co Ltd,China,,Indirect,Goods Provider,,Manufacture of consumer electronics,ZC419905921,Contactum Ltd,ZAA600000208,SGS_China,Null,14/12/2022,26/12/2022,04/01/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,ZAF600000683,ZAI2030802,15/12/2022,New,Non-compliance,Minor,,"3. Health, safety & hygiene",Electrical risk,Isolated occurrence of incorrect / damaged insulation in electricals including burnt / damaged wiring and plugs,,Created,97,TRUE,24/02/2023,Overdue,-24,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC420009015,Wenzhou Aoelec Electrical Co Ltd,,ZS420176622,Wenzhou Aoelec Electrical Co Ltd,China,,Indirect,Goods Provider,,Manufacture of consumer electronics,ZC419905921,Contactum Ltd,ZAA600000208,SGS_China,Null,14/12/2022,26/12/2022,04/01/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,ZAF600000684,ZAI2031004,15/12/2022,New,Non-compliance,Major,,"3. Health, safety & hygiene",Chemicals,Hazardous chemicals are stored unlabelled or labelling is incorrect,,Created,97,TRUE,25/01/2023,Overdue,-54,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC420009015,Wenzhou Aoelec Electrical Co Ltd,,ZS420176622,Wenzhou Aoelec Electrical Co Ltd,China,,Indirect,Goods Provider,,Manufacture of consumer electronics,ZC419905921,Contactum Ltd,ZAA600000208,SGS_China,Null,14/12/2022,26/12/2022,04/01/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,ZAF600000685,ZAI2031013,16/12/2022,New,Non-compliance,Major,,"3. Health, safety & hygiene",Chemicals,No / inadequate safety measures / anti-explosion measures for chemicals (e.g. no anti-leaking system / secondary container / unbunded),,Created,96,TRUE,25/01/2023,Overdue,-54,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC420009015,Wenzhou Aoelec Electrical Co Ltd,,ZS420176622,Wenzhou Aoelec Electrical Co Ltd,China,,Indirect,Goods Provider,,Manufacture of consumer electronics,ZC419905921,Contactum Ltd,ZAA600000208,SGS_China,Null,14/12/2022,26/12/2022,04/01/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,ZAF600000686,ZAI2031015,16/12/2022,New,Non-compliance,Major,,"3. Health, safety & hygiene",Chemicals,No / inadequate eye wash / shower station in hazardous environments including chemical areas,,Created,96,TRUE,25/01/2023,Overdue,-54,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC420009015,Wenzhou Aoelec Electrical Co Ltd,,ZS420176622,Wenzhou Aoelec Electrical Co Ltd,China,,Indirect,Goods Provider,,Manufacture of consumer electronics,ZC419905921,Contactum Ltd,ZAA600000208,SGS_China,Null,14/12/2022,26/12/2022,04/01/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,ZAF600000687,ZAI2031205,16/12/2022,New,Non-compliance,Critical,,"3. Health, safety & hygiene",Building/Site Maintenance,No or inadequate assessment / certificates / report / licence in place for structural safety of building including building stability certificate,,Created,96,TRUE,25/01/2023,Overdue,-54,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC420009015,Wenzhou Aoelec Electrical Co Ltd,,ZS420176622,Wenzhou Aoelec Electrical Co Ltd,China,,Indirect,Goods Provider,,Manufacture of consumer electronics,ZC419905921,Contactum Ltd,ZAA600000208,SGS_China,Null,14/12/2022,26/12/2022,04/01/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,ZAF600000688,ZAI2050305,16/12/2022,New,Non-compliance,Critical,,5. Wages,Benefits & Insurance,"Failure to pay legally required leave entitlements (e.g. annual, maternity, paternity, sick leave) - systemic",,Created,96,TRUE,26/03/2023,Not overdue,,,,,,,Follow up,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC420009015,Wenzhou Aoelec Electrical Co Ltd,,ZS420176622,Wenzhou Aoelec Electrical Co Ltd,China,,Indirect,Goods Provider,,Manufacture of consumer electronics,ZC419905921,Contactum Ltd,ZAA600000208,SGS_China,Null,14/12/2022,26/12/2022,04/01/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,ZAF600000689,ZAI2050306,16/12/2022,New,Non-compliance,Major,,5. Wages,Benefits & Insurance,"Compulsory insurance (e.g. social insurance, accident insurance etc.) not paid - systemic",,Created,96,TRUE,26/03/2023,Not overdue,,,,,,,Follow up,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC420009015,Wenzhou Aoelec Electrical Co Ltd,,ZS420176622,Wenzhou Aoelec Electrical Co Ltd,China,,Indirect,Goods Provider,,Manufacture of consumer electronics,ZC419905921,Contactum Ltd,ZAA600000208,SGS_China,Null,14/12/2022,26/12/2022,04/01/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,ZAF600000690,ZAI2050501,16/12/2022,New,Non-compliance,Critical,,6. Working Hours,Overtime Premium,Overtime premium is not paid according to the law - systemic,,Created,96,TRUE,26/03/2023,Not overdue,,,,,,,Follow up,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC420009015,Wenzhou Aoelec Electrical Co Ltd,,ZS420176622,Wenzhou Aoelec Electrical Co Ltd,China,,Indirect,Goods Provider,,Manufacture of consumer electronics,ZC419905921,Contactum Ltd,ZAA600000208,SGS_China,Null,14/12/2022,26/12/2022,04/01/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,ZAF600000691,ZAI2060105,16/12/2022,New,Non-compliance,Major,,6. Working Hours,Hours - Record keeping and management systems,Isolated instances of missing/ incomplete/ inconsistent records,The factory explained that due to the issue of the attendance machine' swiping card so that the attendance records were missing.  ?????????????????????,Created,96,TRUE,26/03/2023,Not overdue,,,,,,,Follow up,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC420009015,Wenzhou Aoelec Electrical Co Ltd,,ZS420176622,Wenzhou Aoelec Electrical Co Ltd,China,,Indirect,Goods Provider,,Manufacture of consumer electronics,ZC419905921,Contactum Ltd,ZAA600000208,SGS_China,Null,14/12/2022,26/12/2022,04/01/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,ZAF600000692,ZAI2060301,16/12/2022,New,Non-compliance,Critical,,6. Working Hours,Excessive hours,Total working hours exceed 72 hours per week on a regular basis and over an extended period (but are within the parameters of local law or collective bargaining agreement),,Created,96,TRUE,26/03/2023,Not overdue,,,,,,,Follow up,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC420009015,Wenzhou Aoelec Electrical Co Ltd,,ZS420176622,Wenzhou Aoelec Electrical Co Ltd,China,,Indirect,Goods Provider,,Manufacture of consumer electronics,ZC419905921,Contactum Ltd,ZAA600000208,SGS_China,Null,14/12/2022,26/12/2022,04/01/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,ZAF600000693,ZAI2060302,16/12/2022,New,Non-compliance,Major,,6. Working Hours,Overtime,"Overtime is not used responsibly i.e. extent, frequency and level of hours worked by individual workers and / or whole workforce are excessive",,Created,96,TRUE,26/03/2023,Not overdue,,,,,,,Follow up,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC420009015,Wenzhou Aoelec Electrical Co Ltd,,ZS420176622,Wenzhou Aoelec Electrical Co Ltd,China,,Indirect,Goods Provider,,Manufacture of consumer electronics,ZC419905921,Contactum Ltd,ZAA600000208,SGS_China,Null,14/12/2022,26/12/2022,04/01/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,ZAF600000694,ZAI2060503,16/12/2022,New,Non-compliance,Critical,,6. Working Hours,Rest breaks and rest days,"Workers do not take off 2 days in 14, and this is contrary to law or collective bargaining agreement (CBA) - systemic",,Created,96,TRUE,26/03/2023,Not overdue,,,,,,,Follow up,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC420009015,Wenzhou Aoelec Electrical Co Ltd,,ZS420176622,Wenzhou Aoelec Electrical Co Ltd,China,,Indirect,Goods Provider,,Manufacture of consumer electronics,ZC419905921,Contactum Ltd,ZAA600000208,SGS_China,Null,14/12/2022,26/12/2022,04/01/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,ZAF600000695,ZAI2110205,16/12/2022,New,Non-compliance,Major,,10b. Environment,Waste Management,No / inadequate records to show hazardous waste has been properly handled / stored / disposed of,,Created,96,TRUE,25/01/2023,Overdue,-54,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC420009015,Wenzhou Aoelec Electrical Co Ltd,,ZS420176622,Wenzhou Aoelec Electrical Co Ltd,China,,Indirect,Goods Provider,,Manufacture of consumer electronics,ZC419905921,Contactum Ltd,ZAA600000208,SGS_China,Null,14/12/2022,26/12/2022,04/01/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety, 3. Environment, 4. Business Ethics",TRUE,TRUE,FALSE,ZAF600000696,ZAI2000604,16/12/2022,New,Good example,,,0. Management Systems,Site's licenses & Certifications,"Presence of relevant certifications certification that address labour rights / human rights, environmental impact or corruption (OHSAS 18001, ISO 14001, ISO 50001, ISO 37001, SA8000 etc.)",Documents review  ????,Created,96,FALSE,,Not overdue,,,,,,,,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC420176289,Shenzhen Visson Technology Co Ltd,,ZS420462224,Dongguan Visson Electrical Appliance Co Ltd,China,,Indirect,Goods Provider,,Manufacture of consumer electronics,ZC404096141,Pelsis LTD,ZAA422416466,SGS ASIA,Affiliate audit company,12/01/2023,,,Published,Full Initial Audit,TRUE,,Announced,,FALSE,TRUE,FALSE,,,, ,,,,,,,,,,,,N/A,,,,,,,,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC420176289,Shenzhen Visson Technology Co Ltd,,ZS420462224,Dongguan Visson Electrical Appliance Co Ltd,China,,Indirect,Goods Provider,,Manufacture of consumer electronics,ZC419058099,Lodi UK Ltd,ZAA422416466,SGS ASIA,Affiliate audit company,12/01/2023,,,Published,Full Initial Audit,TRUE,,Announced,,FALSE,TRUE,FALSE,,,, ,,,,,,,,,,,,N/A,,,,,,,,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC420607175,TC Group,,ZS420607455,CEHA BURO MOBILYALARI A S,Turkey,,Direct,Goods Provider,,Manufacture of furniture, , ,ZAA600001153,Intertek Turkey,Null,28/12/2022,18/01/2023,26/01/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety",TRUE,TRUE,FALSE,0abcc21a-a231-4a0c-a0e7-95dba0bfb662,ZAI2010607,28/12/2022,New,Non-compliance,Business Critical,,1. Employment is freely chosen,Forced Labour/ Slave Labour,"Workers are controlled through threats, penalties, coercion, physical force, or harsh or inhumane treatment",,Created,84,TRUE,29/12/2022,Overdue,-76,,,,,,Follow up,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC420607175,TC Group,,ZS420607455,CEHA BURO MOBILYALARI A S,Turkey,,Direct,Goods Provider,,Manufacture of furniture, , ,ZAA600001153,Intertek Turkey,Null,28/12/2022,18/01/2023,26/01/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety",TRUE,TRUE,FALSE,0e6c0df4-cacf-4057-81b4-5070a1808c3d,ZAI2030703,29/12/2022,New,Non-compliance,Major,,"3. Health, safety & hygiene",Fire Safety - Fire exits,"Fire exits are inadequate by design/construction, location, etc.",,Created,83,TRUE,28/01/2023,Overdue,-46,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC420607175,TC Group,,ZS420607455,CEHA BURO MOBILYALARI A S,Turkey,,Direct,Goods Provider,,Manufacture of furniture, , ,ZAA600001153,Intertek Turkey,Null,28/12/2022,18/01/2023,26/01/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety",TRUE,TRUE,FALSE,0f56afa6-2a6c-4c5e-832f-4db0a0f196f3,ZAI2060401,29/12/2022,New,Non-compliance,Major,,6. Working Hours,Excessive hours,Total hours exceed 60 hours per week - ETI requirements are not met - systemic,,Created,83,TRUE,27/02/2023,Overdue,-16,,,,,,Follow up,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC420607175,TC Group,,ZS420607455,CEHA BURO MOBILYALARI A S,Turkey,,Direct,Goods Provider,,Manufacture of furniture, , ,ZAA600001153,Intertek Turkey,Null,28/12/2022,18/01/2023,26/01/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety",TRUE,TRUE,FALSE,3b75a956-533d-4d8a-acaf-be946b561e31,ZAI2030714,29/12/2022,New,Non-compliance,Major,,"3. Health, safety & hygiene",Fire Safety - Fire exits,Not all emergency exits are properly marked and lighted,,Created,83,TRUE,28/01/2023,Overdue,-46,,,,,,Desktop,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC420607175,TC Group,,ZS420607455,CEHA BURO MOBILYALARI A S,Turkey,,Direct,Goods Provider,,Manufacture of furniture, , ,ZAA600001153,Intertek Turkey,Null,28/12/2022,18/01/2023,26/01/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety",TRUE,TRUE,FALSE,23cd5537-ce4d-4dbf-90ee-310459697749,ZAI2000409,29/12/2022,New,Observation,,,0. Management Systems,Site's Systems to Manage Supplier Compliance,The ethical Code (i.e. ETI Base Code for SMETA audits) is not communicated to the site's own suppliers,,Created,83,FALSE,,Not overdue,,,,,,,,,,
my_suppliers_sites,ZC3252996,Kingfisher plc,ZC420607175,TC Group,,ZS420607455,CEHA BURO MOBILYALARI A S,Turkey,,Direct,Goods Provider,,Manufacture of furniture, , ,ZAA600001153,Intertek Turkey,Null,28/12/2022,18/01/2023,26/01/2023,Published,Full Initial Audit,TRUE,,Semi-announced,"1. Labour Standards, 2. Health & Safety",TRUE,TRUE,FALSE,40b7f82a-f590-480e-b6f9-be6aeb017b60,ZAI2060102,29/12/2022,New,Non-compliance,Critical,,6. Working Hours,Hours - Record keeping and management systems,Unable to verify working hours due to missing/ incomplete/ inconsistent records,,Created,83,TRUE,27/02/2023,Overdue,-16,,,,,,Follow up,,,
